0,intelligent,clever,5,1.1786549963416462,1.3157953780118534,1,2,0.0680008,0.0941457,0.010135439343,0.0,0.0,0.0,0.0,1.883320855942884,0.0,1
0,intelligent,smart,6,-0.2682639865946794,0.4161744225687096,-5,-12,-0.0882858,0.00635818,-0.0347722567554,-0.1,-0.05263157894736842,-0.09090909090909091,-0.1111111111111111,0.5950296104499273,0.0,1
0,intelligent,bright,5,-0.9614111671546248,-0.13749093458608286,-7,-13,-0.724636,-0.673145,-0.291142295379,-1.0,-1.0,-1.0,-1.0,-0.19506572741144623,0.0,1
0,clever,smart,1,-1.4469189829363256,-0.8996209554431438,-6,-14,-0.156287,-0.0877875,-0.0449076960984,-0.1,-0.05263157894736842,-0.09090909090909091,-0.1111111111111111,-1.2882912454929567,0.0,1
0,clever,bright,0,-2.1400661634962708,-1.4532863125979363,-8,-15,-0.792636,-0.76729,-0.301277734722,-1.0,-1.0,-1.0,-1.0,-2.0783865833543302,0.0,1
0,smart,bright,-1,-0.6931471805599454,-0.5536653571547925,-2,-1,-0.63635,-0.679503,-0.256370038624,-0.9,-0.9473684210526316,-0.9090909090909091,-0.8888888888888888,-0.7900953378613735,0.1111111111111111,1
0,clever,intelligent,-5,-1.1786549963416462,-1.3157953780118534,-1,-2,-0.0680008,-0.0941457,-0.010135439343,0.0,0.0,0.0,0.0,-1.883320855942884,0.0,-1
0,smart,intelligent,-6,0.2682639865946794,-0.4161744225687096,5,12,0.0882858,-0.00635818,0.0347722567554,0.1,0.05263157894736842,0.09090909090909091,0.1111111111111111,-0.5950296104499273,0.0,-1
0,smart,clever,-1,1.4469189829363256,0.8996209554431438,6,14,0.156287,0.0877875,0.0449076960984,0.1,0.05263157894736842,0.09090909090909091,0.1111111111111111,1.2882912454929567,0.0,-1
0,bright,intelligent,-5,0.9614111671546248,0.13749093458608286,7,13,0.724636,0.673145,0.291142295379,1.0,1.0,1.0,1.0,0.19506572741144623,0.0,-1
0,bright,clever,0,2.1400661634962708,1.4532863125979363,8,15,0.792636,0.76729,0.301277734722,1.0,1.0,1.0,1.0,2.0783865833543302,0.0,-1
0,bright,smart,1,0.6931471805599454,0.5536653571547925,2,1,0.63635,0.679503,0.256370038624,0.9,0.9473684210526316,0.9090909090909091,0.8888888888888888,0.7900953378613735,0.09090909090909091,-1
1,clear,bright,-1,1.227229666490203,1.2775176341305503,34,80,-0.680454,-0.669481,-0.0779369897032,-1.0,-1.0,-1.0,-1.0,1.8407959025078924,0.0,1
1,clear,light,0,-0.49343388105412167,-0.8753279022012137,-2,-3,-0.156164,-0.159791,-0.0195597648061,0.0,0.0,0.0,0.0,-1.2623185163358102,0.022222222222222223,1
1,clear,well-lit,-3,4.7535901911063645,9.155672970633875,45,104,0.319546014071,0.330518811941,-0.0428142922288,0.0,0.0,0.0,0.0,10.2515820744933,0.0,1
